query_index,candidate_order,database_index,database_name,database_y_m,database_x_m,grid_id
48,4,37,@1792.000@7424.000@synthetic_geotiff@000041.png,1093.75,4531.25,
48,5,36,@1792.000@6912.000@synthetic_geotiff@000040.png,1093.75,4218.75,
48,6,165,@3840.000@3840.000@synthetic_geotiff@000090.png,2343.75,2343.75,
48,7,77,@3840.000@4352.000@synthetic_geotiff@000091.png,2343.75,2656.25,
48,8,84,@4352.000@3840.000@synthetic_geotiff@000104.png,2656.25,2343.75,
48,9,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
48,10,164,@3840.000@3328.000@synthetic_geotiff@000089.png,2343.75,2031.25,
48,11,182,@3840.000@4864.000@synthetic_geotiff@000092.png,2343.75,2968.75,
48,12,86,@4352.000@4864.000@synthetic_geotiff@000106.png,2656.25,2968.75,
48,13,77,@3840.000@4352.000@synthetic_geotiff@000091.png,2343.75,2656.25,
48,14,180,@3328.000@4864.000@synthetic_geotiff@000078.png,2031.25,2968.75,
48,15,183,@3840.000@5376.000@synthetic_geotiff@000093.png,2343.75,3281.25,
49,1,194,@7424.000@3328.000@synthetic_geotiff@000187.png,4531.25,2031.25,
49,2,150,@7424.000@3840.000@synthetic_geotiff@000188.png,4531.25,2343.75,
49,3,149,@7424.000@2816.000@synthetic_geotiff@000186.png,4531.25,1718.75,
49,4,140,@6912.000@3328.000@synthetic_geotiff@000173.png,4218.75,2031.25,
49,5,139,@6912.000@2816.000@synthetic_geotiff@000172.png,4218.75,1718.75,
49,6,116,@5888.000@768.000@synthetic_geotiff@000140.png,3593.75,468.75,
49,7,104,@5376.000@768.000@synthetic_geotiff@000126.png,3281.25,468.75,
49,8,117,@5888.000@1280.000@synthetic_geotiff@000141.png,3593.75,781.25,
49,9,172,@6400.000@768.000@synthetic_geotiff@000154.png,3906.25,468.75,
49,10,127,@6400.000@1280.000@synthetic_geotiff@000155.png,3906.25,781.25,
49,11,139,@6912.000@2816.000@synthetic_geotiff@000172.png,4218.75,1718.75,
49,12,174,@6912.000@2304.000@synthetic_geotiff@000171.png,4218.75,1406.25,
49,13,189,@6400.000@2816.000@synthetic_geotiff@000158.png,3906.25,1718.75,
49,14,149,@7424.000@2816.000@synthetic_geotiff@000186.png,4531.25,1718.75,
49,15,140,@6912.000@3328.000@synthetic_geotiff@000173.png,4218.75,2031.25,
50,1,194,@7424.000@3328.000@synthetic_geotiff@000187.png,4531.25,2031.25,
50,2,150,@7424.000@3840.000@synthetic_geotiff@000188.png,4531.25,2343.75,
50,3,149,@7424.000@2816.000@synthetic_geotiff@000186.png,4531.25,1718.75,
50,4,140,@6912.000@3328.000@synthetic_geotiff@000173.png,4218.75,2031.25,
50,5,139,@6912.000@2816.000@synthetic_geotiff@000172.png,4218.75,1718.75,
50,6,139,@6912.000@2816.000@synthetic_geotiff@000172.png,4218.75,1718.75,
50,7,174,@6912.000@2304.000@synthetic_geotiff@000171.png,4218.75,1406.25,
50,8,189,@6400.000@2816.000@synthetic_geotiff@000158.png,3906.25,1718.75,
50,9,149,@7424.000@2816.000@synthetic_geotiff@000186.png,4531.25,1718.75,
50,10,140,@6912.000@3328.000@synthetic_geotiff@000173.png,4218.75,2031.25,
50,11,26,@1792.000@1280.000@synthetic_geotiff@000029.png,1093.75,781.25,
50,12,14,@1280.000@1280.000@synthetic_geotiff@000015.png,781.25,781.25,
50,13,25,@1792.000@768.000@synthetic_geotiff@000028.png,1093.75,468.75,
50,14,160,@2304.000@1280.000@synthetic_geotiff@000043.png,1406.25,781.25,
50,15,159,@1792.000@1792.000@synthetic_geotiff@000030.png,1093.75,1093.75,
51,1,194,@7424.000@3328.000@synthetic_geotiff@000187.png,4531.25,2031.25,
51,2,150,@7424.000@3840.000@synthetic_geotiff@000188.png,4531.25,2343.75,
51,3,149,@7424.000@2816.000@synthetic_geotiff@000186.png,4531.25,1718.75,
51,4,140,@6912.000@3328.000@synthetic_geotiff@000173.png,4218.75,2031.25,
51,5,139,@6912.000@2816.000@synthetic_geotiff@000172.png,4218.75,1718.75,
51,6,139,@6912.000@2816.000@synthetic_geotiff@000172.png,4218.75,1718.75,
51,7,174,@6912.000@2304.000@synthetic_geotiff@000171.png,4218.75,1406.25,
51,8,189,@6400.000@2816.000@synthetic_geotiff@000158.png,3906.25,1718.75,
51,9,149,@7424.000@2816.000@synthetic_geotiff@000186.png,4531.25,1718.75,
51,10,140,@6912.000@3328.000@synthetic_geotiff@000173.png,4218.75,2031.25,
51,11,144,@6912.000@6400.000@synthetic_geotiff@000179.png,4218.75,3906.25,
51,12,192,@6912.000@5888.000@synthetic_geotiff@000178.png,4218.75,3593.75,
51,13,154,@7424.000@6400.000@synthetic_geotiff@000193.png,4531.25,3906.25,
51,14,145,@6912.000@6912.000@synthetic_geotiff@000180.png,4218.75,4218.75,
51,15,135,@6400.000@6400.000@synthetic_geotiff@000165.png,3906.25,3906.25,
52,1,52,@2816.000@2304.000@synthetic_geotiff@000059.png,1718.75,1406.25,
52,2,51,@2816.000@1792.000@synthetic_geotiff@000058.png,1718.75,1093.75,
52,3,53,@2816.000@2816.000@synthetic_geotiff@000060.png,1718.75,1718.75,
52,4,39,@2304.000@2304.000@synthetic_geotiff@000045.png,1406.25,1406.25,
52,5,65,@3328.000@2304.000@synthetic_geotiff@000073.png,2031.25,1406.25,
52,6,189,@6400.000@2816.000@synthetic_geotiff@000158.png,3906.25,1718.75,
52,7,120,@5888.000@2816.000@synthetic_geotiff@000144.png,3593.75,1718.75,
52,8,139,@6912.000@2816.000@synthetic_geotiff@000172.png,4218.75,1718.75,
52,9,130,@6400.000@3328.000@synthetic_geotiff@000159.png,3906.25,2031.25,
52,10,129,@6400.000@2304.000@synthetic_geotiff@000157.png,3906.25,1406.25,
52,11,130,@6400.000@3328.000@synthetic_geotiff@000159.png,3906.25,2031.25,
52,12,121,@5888.000@3328.000@synthetic_geotiff@000145.png,3593.75,2031.25,
52,13,189,@6400.000@2816.000@synthetic_geotiff@000158.png,3906.25,1718.75,
52,14,140,@6912.000@3328.000@synthetic_geotiff@000173.png,4218.75,2031.25,
52,15,131,@6400.000@3840.000@synthetic_geotiff@000160.png,3906.25,2343.75,
53,1,194,@7424.000@3328.000@synthetic_geotiff@000187.png,4531.25,2031.25,
53,2,150,@7424.000@3840.000@synthetic_geotiff@000188.png,4531.25,2343.75,
53,3,149,@7424.000@2816.000@synthetic_geotiff@000186.png,4531.25,1718.75,
53,4,140,@6912.000@3328.000@synthetic_geotiff@000173.png,4218.75,2031.25,
53,5,139,@6912.000@2816.000@synthetic_geotiff@000172.png,4218.75,1718.75,
53,6,170,@5376.000@2304.000@synthetic_geotiff@000129.png,3281.25,1406.25,
53,7,106,@5376.000@1792.000@synthetic_geotiff@000128.png,3281.25,1093.75,
53,8,107,@5376.000@2816.000@synthetic_geotiff@000130.png,3281.25,1718.75,
53,9,119,@5888.000@2304.000@synthetic_geotiff@000143.png,3593.75,1406.25,
53,10,94,@4864.000@2304.000@synthetic_geotiff@000115.png,2968.75,1406.25,
53,11,116,@5888.000@768.000@synthetic_geotiff@000140.png,3593.75,468.75,
53,12,104,@5376.000@768.000@synthetic_geotiff@000126.png,3281.25,468.75,
53,13,117,@5888.000@1280.000@synthetic_geotiff@000141.png,3593.75,781.25,
53,14,172,@6400.000@768.000@synthetic_geotiff@000154.png,3906.25,468.75,
53,15,127,@6400.000@1280.000@synthetic_geotiff@000155.png,3906.25,781.25,
54,1,54,@2816.000@3328.000@synthetic_geotiff@000061.png,1718.75,2031.25,
54,2,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
54,3,53,@2816.000@2816.000@synthetic_geotiff@000060.png,1718.75,1718.75,
54,4,41,@2304.000@3328.000@synthetic_geotiff@000047.png,1406.25,2031.25,
54,5,67,@3328.000@3328.000@synthetic_geotiff@000075.png,2031.25,2031.25,
54,6,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
54,7,54,@2816.000@3328.000@synthetic_geotiff@000061.png,1718.75,2031.25,
54,8,42,@2304.000@3840.000@synthetic_geotiff@000048.png,1406.25,2343.75,
54,9,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
54,10,161,@2816.000@4352.000@synthetic_geotiff@000063.png,1718.75,2656.25,
54,11,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
54,12,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
54,13,67,@3328.000@3328.000@synthetic_geotiff@000075.png,2031.25,2031.25,
54,14,69,@3328.000@4352.000@synthetic_geotiff@000077.png,2031.25,2656.25,
54,15,165,@3840.000@3840.000@synthetic_geotiff@000090.png,2343.75,2343.75,
55,1,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
55,2,54,@2816.000@3328.000@synthetic_geotiff@000061.png,1718.75,2031.25,
55,3,42,@2304.000@3840.000@synthetic_geotiff@000048.png,1406.25,2343.75,
55,4,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
55,5,161,@2816.000@4352.000@synthetic_geotiff@000063.png,1718.75,2656.25,
55,6,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
55,7,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
55,8,67,@3328.000@3328.000@synthetic_geotiff@000075.png,2031.25,2031.25,
55,9,69,@3328.000@4352.000@synthetic_geotiff@000077.png,2031.25,2656.25,
55,10,165,@3840.000@3840.000@synthetic_geotiff@000090.png,2343.75,2343.75,
55,11,81,@3840.000@7424.000@synthetic_geotiff@000097.png,2343.75,4531.25,
55,12,80,@3840.000@6912.000@synthetic_geotiff@000096.png,2343.75,4218.75,
55,13,90,@4352.000@7424.000@synthetic_geotiff@000111.png,2656.25,4531.25,
55,14,72,@3328.000@7424.000@synthetic_geotiff@000083.png,2031.25,4531.25,
55,15,71,@3328.000@6912.000@synthetic_geotiff@000082.png,2031.25,4218.75,
56,1,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
56,2,54,@2816.000@3328.000@synthetic_geotiff@000061.png,1718.75,2031.25,
56,3,42,@2304.000@3840.000@synthetic_geotiff@000048.png,1406.25,2343.75,
56,4,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
56,5,161,@2816.000@4352.000@synthetic_geotiff@000063.png,1718.75,2656.25,
56,6,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
56,7,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
56,8,67,@3328.000@3328.000@synthetic_geotiff@000075.png,2031.25,2031.25,
56,9,69,@3328.000@4352.000@synthetic_geotiff@000077.png,2031.25,2656.25,
56,10,165,@3840.000@3840.000@synthetic_geotiff@000090.png,2343.75,2343.75,
56,11,77,@3840.000@4352.000@synthetic_geotiff@000091.png,2343.75,2656.25,
56,12,85,@4352.000@4352.000@synthetic_geotiff@000105.png,2656.25,2656.25,
56,13,69,@3328.000@4352.000@synthetic_geotiff@000077.png,2031.25,2656.25,
56,14,165,@3840.000@3840.000@synthetic_geotiff@000090.png,2343.75,2343.75,
56,15,182,@3840.000@4864.000@synthetic_geotiff@000092.png,2343.75,2968.75,
57,1,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
57,2,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
57,3,67,@3328.000@3328.000@synthetic_geotiff@000075.png,2031.25,2031.25,
57,4,69,@3328.000@4352.000@synthetic_geotiff@000077.png,2031.25,2656.25,
57,5,165,@3840.000@3840.000@synthetic_geotiff@000090.png,2343.75,2343.75,
57,6,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
57,7,54,@2816.000@3328.000@synthetic_geotiff@000061.png,1718.75,2031.25,
57,8,42,@2304.000@3840.000@synthetic_geotiff@000048.png,1406.25,2343.75,
57,9,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
57,10,161,@2816.000@4352.000@synthetic_geotiff@000063.png,1718.75,2656.25,
57,11,77,@3840.000@4352.000@synthetic_geotiff@000091.png,2343.75,2656.25,
57,12,85,@4352.000@4352.000@synthetic_geotiff@000105.png,2656.25,2656.25,
57,13,69,@3328.000@4352.000@synthetic_geotiff@000077.png,2031.25,2656.25,
57,14,165,@3840.000@3840.000@synthetic_geotiff@000090.png,2343.75,2343.75,
57,15,182,@3840.000@4864.000@synthetic_geotiff@000092.png,2343.75,2968.75,
58,1,165,@3840.000@3840.000@synthetic_geotiff@000090.png,2343.75,2343.75,
58,2,77,@3840.000@4352.000@synthetic_geotiff@000091.png,2343.75,2656.25,
58,3,84,@4352.000@3840.000@synthetic_geotiff@000104.png,2656.25,2343.75,
58,4,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
58,5,164,@3840.000@3328.000@synthetic_geotiff@000089.png,2343.75,2031.25,
58,6,77,@3840.000@4352.000@synthetic_geotiff@000091.png,2343.75,2656.25,
58,7,85,@4352.000@4352.000@synthetic_geotiff@000105.png,2656.25,2656.25,
58,8,69,@3328.000@4352.000@synthetic_geotiff@000077.png,2031.25,2656.25,
58,9,165,@3840.000@3840.000@synthetic_geotiff@000090.png,2343.75,2343.75,
58,10,182,@3840.000@4864.000@synthetic_geotiff@000092.png,2343.75,2968.75,
58,11,79,@3840.000@6400.000@synthetic_geotiff@000095.png,2343.75,3906.25,
58,12,88,@4352.000@6400.000@synthetic_geotiff@000109.png,2656.25,3906.25,
58,13,80,@3840.000@6912.000@synthetic_geotiff@000096.png,2343.75,4218.75,
58,14,78,@3840.000@5888.000@synthetic_geotiff@000094.png,2343.75,3593.75,
58,15,70,@3328.000@6400.000@synthetic_geotiff@000081.png,2031.25,3906.25,
59,1,47,@2304.000@6912.000@synthetic_geotiff@000054.png,1406.25,4218.75,
59,2,60,@2816.000@6912.000@synthetic_geotiff@000068.png,1718.75,4218.75,
59,3,48,@2304.000@7424.000@synthetic_geotiff@000055.png,1406.25,4531.25,
59,4,46,@2304.000@6400.000@synthetic_geotiff@000053.png,1406.25,3906.25,
59,5,36,@1792.000@6912.000@synthetic_geotiff@000040.png,1093.75,4218.75,
59,6,36,@1792.000@6912.000@synthetic_geotiff@000040.png,1093.75,4218.75,
59,7,24,@1280.000@6912.000@synthetic_geotiff@000026.png,781.25,4218.75,
59,8,47,@2304.000@6912.000@synthetic_geotiff@000054.png,1406.25,4218.75,
59,9,37,@1792.000@7424.000@synthetic_geotiff@000041.png,1093.75,4531.25,
59,10,35,@1792.000@6400.000@synthetic_geotiff@000039.png,1093.75,3906.25,
59,11,77,@3840.000@4352.000@synthetic_geotiff@000091.png,2343.75,2656.25,
59,12,85,@4352.000@4352.000@synthetic_geotiff@000105.png,2656.25,2656.25,
59,13,69,@3328.000@4352.000@synthetic_geotiff@000077.png,2031.25,2656.25,
59,14,165,@3840.000@3840.000@synthetic_geotiff@000090.png,2343.75,2343.75,
59,15,182,@3840.000@4864.000@synthetic_geotiff@000092.png,2343.75,2968.75,
60,1,60,@2816.000@6912.000@synthetic_geotiff@000068.png,1718.75,4218.75,
60,2,61,@2816.000@7424.000@synthetic_geotiff@000069.png,1718.75,4531.25,
60,3,59,@2816.000@6400.000@synthetic_geotiff@000067.png,1718.75,3906.25,
60,4,47,@2304.000@6912.000@synthetic_geotiff@000054.png,1406.25,4218.75,
60,5,71,@3328.000@6912.000@synthetic_geotiff@000082.png,2031.25,4218.75,
60,6,45,@2304.000@5376.000@synthetic_geotiff@000051.png,1406.25,3281.25,
60,7,44,@2304.000@4864.000@synthetic_geotiff@000050.png,1406.25,2968.75,
60,8,57,@2816.000@5376.000@synthetic_geotiff@000065.png,1718.75,3281.25,
60,9,33,@1792.000@5376.000@synthetic_geotiff@000037.png,1093.75,3281.25,
60,10,179,@2304.000@5888.000@synthetic_geotiff@000052.png,1406.25,3593.75,
60,11,182,@3840.000@4864.000@synthetic_geotiff@000092.png,2343.75,2968.75,
60,12,86,@4352.000@4864.000@synthetic_geotiff@000106.png,2656.25,2968.75,
60,13,77,@3840.000@4352.000@synthetic_geotiff@000091.png,2343.75,2656.25,
60,14,180,@3328.000@4864.000@synthetic_geotiff@000078.png,2031.25,2968.75,
60,15,183,@3840.000@5376.000@synthetic_geotiff@000093.png,2343.75,3281.25,
61,1,61,@2816.000@7424.000@synthetic_geotiff@000069.png,1718.75,4531.25,
61,2,48,@2304.000@7424.000@synthetic_geotiff@000055.png,1406.25,4531.25,
61,3,60,@2816.000@6912.000@synthetic_geotiff@000068.png,1718.75,4218.75,
61,4,72,@3328.000@7424.000@synthetic_geotiff@000083.png,2031.25,4531.25,
61,5,47,@2304.000@6912.000@synthetic_geotiff@000054.png,1406.25,4218.75,
61,6,72,@3328.000@7424.000@synthetic_geotiff@000083.png,2031.25,4531.25,
61,7,61,@2816.000@7424.000@synthetic_geotiff@000069.png,1718.75,4531.25,
61,8,71,@3328.000@6912.000@synthetic_geotiff@000082.png,2031.25,4218.75,
61,9,81,@3840.000@7424.000@synthetic_geotiff@000097.png,2343.75,4531.25,
61,10,60,@2816.000@6912.000@synthetic_geotiff@000068.png,1718.75,4218.75,
61,11,81,@3840.000@7424.000@synthetic_geotiff@000097.png,2343.75,4531.25,
61,12,80,@3840.000@6912.000@synthetic_geotiff@000096.png,2343.75,4218.75,
61,13,90,@4352.000@7424.000@synthetic_geotiff@000111.png,2656.25,4531.25,
61,14,72,@3328.000@7424.000@synthetic_geotiff@000083.png,2031.25,4531.25,
61,15,71,@3328.000@6912.000@synthetic_geotiff@000082.png,2031.25,4218.75,
62,1,139,@6912.000@2816.000@synthetic_geotiff@000172.png,4218.75,1718.75,
62,2,174,@6912.000@2304.000@synthetic_geotiff@000171.png,4218.75,1406.25,
62,3,189,@6400.000@2816.000@synthetic_geotiff@000158.png,3906.25,1718.75,
62,4,149,@7424.000@2816.000@synthetic_geotiff@000186.png,4531.25,1718.75,
62,5,140,@6912.000@3328.000@synthetic_geotiff@000173.png,4218.75,2031.25,
62,6,194,@7424.000@3328.000@synthetic_geotiff@000187.png,4531.25,2031.25,
62,7,150,@7424.000@3840.000@synthetic_geotiff@000188.png,4531.25,2343.75,
62,8,149,@7424.000@2816.000@synthetic_geotiff@000186.png,4531.25,1718.75,
62,9,140,@6912.000@3328.000@synthetic_geotiff@000173.png,4218.75,2031.25,
62,10,139,@6912.000@2816.000@synthetic_geotiff@000172.png,4218.75,1718.75,
62,11,192,@6912.000@5888.000@synthetic_geotiff@000178.png,4218.75,3593.75,
62,12,195,@7424.000@5888.000@synthetic_geotiff@000192.png,4531.25,3593.75,
62,13,144,@6912.000@6400.000@synthetic_geotiff@000179.png,4218.75,3906.25,
62,14,143,@6912.000@5376.000@synthetic_geotiff@000177.png,4218.75,3281.25,
62,15,134,@6400.000@5888.000@synthetic_geotiff@000164.png,3906.25,3593.75,
63,1,170,@5376.000@2304.000@synthetic_geotiff@000129.png,3281.25,1406.25,
63,2,106,@5376.000@1792.000@synthetic_geotiff@000128.png,3281.25,1093.75,
63,3,107,@5376.000@2816.000@synthetic_geotiff@000130.png,3281.25,1718.75,
63,4,119,@5888.000@2304.000@synthetic_geotiff@000143.png,3593.75,1406.25,
63,5,94,@4864.000@2304.000@synthetic_geotiff@000115.png,2968.75,1406.25,
63,6,194,@7424.000@3328.000@synthetic_geotiff@000187.png,4531.25,2031.25,
63,7,150,@7424.000@3840.000@synthetic_geotiff@000188.png,4531.25,2343.75,
63,8,149,@7424.000@2816.000@synthetic_geotiff@000186.png,4531.25,1718.75,
63,9,140,@6912.000@3328.000@synthetic_geotiff@000173.png,4218.75,2031.25,
63,10,139,@6912.000@2816.000@synthetic_geotiff@000172.png,4218.75,1718.75,
63,11,139,@6912.000@2816.000@synthetic_geotiff@000172.png,4218.75,1718.75,
63,12,174,@6912.000@2304.000@synthetic_geotiff@000171.png,4218.75,1406.25,
63,13,189,@6400.000@2816.000@synthetic_geotiff@000158.png,3906.25,1718.75,
63,14,149,@7424.000@2816.000@synthetic_geotiff@000186.png,4531.25,1718.75,
63,15,140,@6912.000@3328.000@synthetic_geotiff@000173.png,4218.75,2031.25,
64,1,64,@3328.000@1792.000@synthetic_geotiff@000072.png,2031.25,1093.75,
64,2,51,@2816.000@1792.000@synthetic_geotiff@000058.png,1718.75,1093.75,
64,3,63,@3328.000@1280.000@synthetic_geotiff@000071.png,2031.25,781.25,
64,4,74,@3840.000@1792.000@synthetic_geotiff@000086.png,2343.75,1093.75,
64,5,65,@3328.000@2304.000@synthetic_geotiff@000073.png,2031.25,1406.25,
64,6,116,@5888.000@768.000@synthetic_geotiff@000140.png,3593.75,468.75,
64,7,104,@5376.000@768.000@synthetic_geotiff@000126.png,3281.25,468.75,
64,8,117,@5888.000@1280.000@synthetic_geotiff@000141.png,3593.75,781.25,
64,9,172,@6400.000@768.000@synthetic_geotiff@000154.png,3906.25,468.75,
64,10,127,@6400.000@1280.000@synthetic_geotiff@000155.png,3906.25,781.25,
64,11,194,@7424.000@3328.000@synthetic_geotiff@000187.png,4531.25,2031.25,
64,12,150,@7424.000@3840.000@synthetic_geotiff@000188.png,4531.25,2343.75,
64,13,149,@7424.000@2816.000@synthetic_geotiff@000186.png,4531.25,1718.75,
64,14,140,@6912.000@3328.000@synthetic_geotiff@000173.png,4218.75,2031.25,
64,15,139,@6912.000@2816.000@synthetic_geotiff@000172.png,4218.75,1718.75,
65,1,64,@3328.000@1792.000@synthetic_geotiff@000072.png,2031.25,1093.75,
65,2,51,@2816.000@1792.000@synthetic_geotiff@000058.png,1718.75,1093.75,
65,3,63,@3328.000@1280.000@synthetic_geotiff@000071.png,2031.25,781.25,
65,4,74,@3840.000@1792.000@synthetic_geotiff@000086.png,2343.75,1093.75,
65,5,65,@3328.000@2304.000@synthetic_geotiff@000073.png,2031.25,1406.25,
65,6,189,@6400.000@2816.000@synthetic_geotiff@000158.png,3906.25,1718.75,
65,7,120,@5888.000@2816.000@synthetic_geotiff@000144.png,3593.75,1718.75,
65,8,139,@6912.000@2816.000@synthetic_geotiff@000172.png,4218.75,1718.75,
65,9,130,@6400.000@3328.000@synthetic_geotiff@000159.png,3906.25,2031.25,
65,10,129,@6400.000@2304.000@synthetic_geotiff@000157.png,3906.25,1406.25,
65,11,116,@5888.000@768.000@synthetic_geotiff@000140.png,3593.75,468.75,
65,12,104,@5376.000@768.000@synthetic_geotiff@000126.png,3281.25,468.75,
65,13,117,@5888.000@1280.000@synthetic_geotiff@000141.png,3593.75,781.25,
65,14,172,@6400.000@768.000@synthetic_geotiff@000154.png,3906.25,468.75,
65,15,127,@6400.000@1280.000@synthetic_geotiff@000155.png,3906.25,781.25,
66,1,194,@7424.000@3328.000@synthetic_geotiff@000187.png,4531.25,2031.25,
66,2,150,@7424.000@3840.000@synthetic_geotiff@000188.png,4531.25,2343.75,
66,3,149,@7424.000@2816.000@synthetic_geotiff@000186.png,4531.25,1718.75,
66,4,140,@6912.000@3328.000@synthetic_geotiff@000173.png,4218.75,2031.25,
66,5,139,@6912.000@2816.000@synthetic_geotiff@000172.png,4218.75,1718.75,
66,6,139,@6912.000@2816.000@synthetic_geotiff@000172.png,4218.75,1718.75,
66,7,174,@6912.000@2304.000@synthetic_geotiff@000171.png,4218.75,1406.25,
66,8,189,@6400.000@2816.000@synthetic_geotiff@000158.png,3906.25,1718.75,
66,9,149,@7424.000@2816.000@synthetic_geotiff@000186.png,4531.25,1718.75,
66,10,140,@6912.000@3328.000@synthetic_geotiff@000173.png,4218.75,2031.25,
66,11,192,@6912.000@5888.000@synthetic_geotiff@000178.png,4218.75,3593.75,
66,12,195,@7424.000@5888.000@synthetic_geotiff@000192.png,4531.25,3593.75,
66,13,144,@6912.000@6400.000@synthetic_geotiff@000179.png,4218.75,3906.25,
66,14,143,@6912.000@5376.000@synthetic_geotiff@000177.png,4218.75,3281.25,
66,15,134,@6400.000@5888.000@synthetic_geotiff@000164.png,3906.25,3593.75,
67,1,67,@3328.000@3328.000@synthetic_geotiff@000075.png,2031.25,2031.25,
67,2,54,@2816.000@3328.000@synthetic_geotiff@000061.png,1718.75,2031.25,
67,3,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
67,4,66,@3328.000@2816.000@synthetic_geotiff@000074.png,2031.25,1718.75,
67,5,164,@3840.000@3328.000@synthetic_geotiff@000089.png,2343.75,2031.25,
67,6,81,@3840.000@7424.000@synthetic_geotiff@000097.png,2343.75,4531.25,
67,7,80,@3840.000@6912.000@synthetic_geotiff@000096.png,2343.75,4218.75,
67,8,90,@4352.000@7424.000@synthetic_geotiff@000111.png,2656.25,4531.25,
67,9,72,@3328.000@7424.000@synthetic_geotiff@000083.png,2031.25,4531.25,
67,10,71,@3328.000@6912.000@synthetic_geotiff@000082.png,2031.25,4218.75,
67,11,164,@3840.000@3328.000@synthetic_geotiff@000089.png,2343.75,2031.25,
67,12,76,@3840.000@2816.000@synthetic_geotiff@000088.png,2343.75,1718.75,
67,13,67,@3328.000@3328.000@synthetic_geotiff@000075.png,2031.25,2031.25,
67,14,167,@4352.000@3328.000@synthetic_geotiff@000103.png,2656.25,2031.25,
67,15,165,@3840.000@3840.000@synthetic_geotiff@000090.png,2343.75,2343.75,
68,1,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
68,2,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
68,3,67,@3328.000@3328.000@synthetic_geotiff@000075.png,2031.25,2031.25,
68,4,69,@3328.000@4352.000@synthetic_geotiff@000077.png,2031.25,2656.25,
68,5,165,@3840.000@3840.000@synthetic_geotiff@000090.png,2343.75,2343.75,
68,6,55,@2816.000@3840.000@synthetic_geotiff@000062.png,1718.75,2343.75,
68,7,54,@2816.000@3328.000@synthetic_geotiff@000061.png,1718.75,2031.25,
68,8,42,@2304.000@3840.000@synthetic_geotiff@000048.png,1406.25,2343.75,
68,9,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
68,10,161,@2816.000@4352.000@synthetic_geotiff@000063.png,1718.75,2656.25,
68,11,77,@3840.000@4352.000@synthetic_geotiff@000091.png,2343.75,2656.25,
68,12,85,@4352.000@4352.000@synthetic_geotiff@000105.png,2656.25,2656.25,
68,13,69,@3328.000@4352.000@synthetic_geotiff@000077.png,2031.25,2656.25,
68,14,165,@3840.000@3840.000@synthetic_geotiff@000090.png,2343.75,2343.75,
68,15,182,@3840.000@4864.000@synthetic_geotiff@000092.png,2343.75,2968.75,
69,1,56,@2816.000@4864.000@synthetic_geotiff@000064.png,1718.75,2968.75,
69,2,57,@2816.000@5376.000@synthetic_geotiff@000065.png,1718.75,3281.25,
69,3,44,@2304.000@4864.000@synthetic_geotiff@000050.png,1406.25,2968.75,
69,4,161,@2816.000@4352.000@synthetic_geotiff@000063.png,1718.75,2656.25,
69,5,180,@3328.000@4864.000@synthetic_geotiff@000078.png,2031.25,2968.75,
69,6,58,@2816.000@5888.000@synthetic_geotiff@000066.png,1718.75,3593.75,
69,7,59,@2816.000@6400.000@synthetic_geotiff@000067.png,1718.75,3906.25,
69,8,57,@2816.000@5376.000@synthetic_geotiff@000065.png,1718.75,3281.25,
69,9,163,@3328.000@5888.000@synthetic_geotiff@000080.png,2031.25,3593.75,
69,10,179,@2304.000@5888.000@synthetic_geotiff@000052.png,1406.25,3593.75,
69,11,69,@3328.000@4352.000@synthetic_geotiff@000077.png,2031.25,2656.25,
69,12,77,@3840.000@4352.000@synthetic_geotiff@000091.png,2343.75,2656.25,
69,13,68,@3328.000@3840.000@synthetic_geotiff@000076.png,2031.25,2343.75,
